std_account_name,class_of_trade,on_off_premise,address,city,state,zip_code,id
RUN FOR THE ROSES,BAR/TAVERN,ON,1801 BLAKE ST STE 10,DENVER,CO,80202,00f20284-093f-465b-9d31-8786df7123b2
COOL CULINARY LLC,BAR/TAVERN,ON,119 ESSEX ST,NEW YORK,NY,10002,85ab856d-06f5-40b8-8875-40880dba189b
OUTER HEAVEN,BAR/TAVERN,ON,191 CHRYSTIE ST,NEW YORK,NY,10002,249a1a51-ae9c-415d-bc02-f93bfc845640
HURRICA RESTAURANT & BAR,BAR/TAVERN,ON,150 NORTHPOINT CT,REDWOOD CITY,CA,94063,a770a5d9-9085-4955-8405-db1b5effab9a
URBAN SMOKE,BAR/TAVERN,ON,3913 RICHMOND AVE,HOUSTON,TX,77027,e7bca100-ad6f-4b7c-81ac-8dffa4bb6ad2
SAKE SECRET,BAR/TAVERN,ON,460 PINE AVE,LONG BEACH,CA,90802,c9111828-8c41-4ef5-8a1d-ebb5aff27f2a
VERDUGO,BAR/TAVERN,ON,3408 VERDUGO RD,LOS ANGELES,CA,90065,c89bb554-7896-4fe9-a704-f2efb3094923
SPOON BAR,BAR/TAVERN,ON,219 HEALDSBURG AVE,HEALDSBURG,CA,95448,f63846e3-c811-4624-a23a-688190e82448
MARTINE,BAR/TAVERN,ON,647 SOUTH AVE,ROCHESTER,NY,14620,8da9c0c8-b610-4b4d-b877-b83ad9098fa3
JONES,BAR/TAVERN,ON,620 JONES STREET,SAN FRANCISCO,CA,94102,2b41cd92-2d33-4c63-b126-4a5a3499e14a
SHOYU RESTAURANT AND BAR,BAR/TAVERN,ON,38-40 PARK ST,ANDOVER,MA,01810,d1e305cc-bb95-4950-ac98-644071f75229
GOLDEN HOUR SOCIAL CLUB,BAR/TAVERN,ON,3282 NORTH TEJON ST SUITE 102,DENVER,CO,80211,15938afa-0e83-45a6-9138-f57ead51aa5f
LITTLE HOKKAIDO,BAR/TAVERN,ON,1504 G ST,ARCATA,CA,95521,f39aef69-e8af-4163-b44b-2c5bbcfa27dc
CLOVER CLUB,BAR/TAVERN,ON,210 SMITH ST,BROOKLYN,NY,11201,89f21708-eb67-4b25-97c6-fe2501eaa5fa
SOCO SOCIAL HOUSE,BAR/TAVERN,ON,209 1/2 COLORADO AVENUE,GRAND JUNCTION,CO,81501,57da739c-e5e3-4e5c-8a11-6376a96fd699
MILADY S,BAR/TAVERN,ON,160 PRINCE ST,NEW YORK,NY,10012,0ce4ce04-689a-4c52-b5bc-a6f57ba72c26
NEIGHBORHOOD WINE,BAR/TAVERN,ON,1257 W MAGNOLIA AVE,FORT WORTH,TX,76104,aa655f9d-4962-416d-8874-c406c6ea0ddc
BAR SNACK,BAR/TAVERN,ON,92 2ND AVE,NEW YORK,NY,10003,b146a2b1-8333-4ea5-a3c5-8b6fe29d0f40
VINOS ON LAS OLAS,BAR/TAVERN,ON,901 E LAS OLAS BLVD SUITE 103,FORT LAUDERDALE,FL,33301,3feb50f8-73f8-4d14-ac0c-16ab316cc85d
JACK S,BAR/TAVERN,ON,167 E TAYLOR ST,SAN JOSE,CA,95112,bd2fb5a8-b58a-4e73-a799-b84c4d49ba99
STARBOARD TACK,BAR/TAVERN,ON,2601 ATLANTIC ST,LAS VEGAS,NV,89121,839220cf-8ca2-494b-a30a-b0580f07e1ac
FRENCHIES BAR,BAR/TAVERN,ON,3476 2ND AVE.  NORTH,PALM SPRINGS,FL,33461,b059e7a5-31ed-465d-8813-b81fd5e7ea35
NICKEL CITY,BAR/TAVERN,ON,1133 E 11TH STREET,AUSTIN,TX,78702,2b08fc70-90f7-4bfa-b951-79de627f24ec
SPACE BISTRO,BAR/TAVERN,ON,323 UNION ST,ROCKLAND,MA,02370,4af8939c-0361-4f31-86ee-5733c4d22929
MR B S TAVERN,BAR/TAVERN,ON,5201 GEORGIA AVE,WEST PALM BEACH,FL,33405,d3a23f3d-e354-4eb2-b4bd-378c11eadb7c
MOG ASU WINE BAR,BAR/TAVERN,ON,1 BLACKFIELD DR STE 14,TIBURON,CA,94920,6b6e659c-970e-49e9-b63f-bd48ccf0b2f6
SPACE KARAOKE,BAR/TAVERN,ON,34 W 32ND ST,NEW YORK,NY,10001,2b8dbbc3-423f-4ead-aab6-eae78612ace6
PICCALILLI,BAR/TAVERN,ON,3850 MAIN ST #A,CULVER CITY,CA,90232,c196ab37-12e0-428f-a5be-f8cb4ed21ed7
CLARK S OYSTER BAR,BAR/TAVERN,ON,1200 W 6TH STREET SUITE A,AUSTIN,TX,78703,9f54c723-a514-4e33-9d97-ebc33612857e
MURRAYS TAVERN B,BAR/TAVERN,ON,2316 WEBBERVILLE RD,AUSTIN,TX,78702,a9ea1fd4-bff9-44ca-84ec-2f14bf3e2d38
COPPER & MALT - ON PREMISE,BAR/TAVERN,ON,5659 BAY ST,EMERYVILLE,CA,94608,ab673c26-9e43-44fc-a6e0-23a721ff4ac9
DANTE S HIFI,BAR/TAVERN,ON,519 NW 26 STREET,MIAMI,FL,33127,1be9775f-13cc-4a8b-ac38-dae4e7be3601
ARBARETUM AT NAPA VLLY DISTILL,BAR/TAVERN,ON,1149 1ST STREET,NAPA,CA,94559,f1f7949c-a5c6-4b04-a484-80810024a093
SHOJOS DOJO INC,BAR/TAVERN,ON,4233 SW 75 AVE,MIAMI,FL,33155,81f748a9-2325-4380-b093-8ef4d44b33b6
ITTOKU,BAR/TAVERN,ON,1815 MASSACHUSETTS AVE,CAMBRIDGE,MA,02140,1c21634f-4689-4393-9b9a-f0f4c7d0573c
NIGHT ON EARTH,BAR/TAVERN,ON,3256 CAHUENGA BLVD W,LOS ANGELES,CA,90068,18d2f174-24bb-4538-9a48-76e734b56edb
DJONS VILLAGE MRKT&ROOFTOP(ON),BAR/TAVERN,ON,249 5TH AVENUE,INDIALANTIC,FL,32903,1e0fef3a-a395-416b-9f77-f9851823fbb6
8 EIGHTY EIGHT,BAR/TAVERN,ON,118 W WILSHIRE AV,FULLERTON,CA,92832,10c2dab3-013c-43d3-bb51-0aa57fd0c8a7
WICKED WOLF THE,BAR/TAVERN,ON,2332 PACIFIC AVE,LONG BEACH,CA,90806,dc1406da-b23a-406e-984a-bd63b67dd3d0
LOUIE S,BAR/TAVERN,ON,55 STEVENSON ST,SAN FRANCISCO,CA,94105,b382a258-9217-4c96-b43b-7a9aeec842cf
BROKEN COMPASS TIKI,BAR/TAVERN,ON,2013 W BURBANK BLVD,BURBANK,CA,91506,9932f4e0-d844-4d05-88c6-43e2bdcab453
RELENTLESS BREWING AND SPIRITS,BAR/TAVERN,ON,2133 COLORADO BLVD,LOS ANGELES,CA,90041,f3991a28-01d0-47a1-8b99-ce78a4b5a33e
BLIND RABBIT,BAR/TAVERN,ON,440 S ANAHEIM BLVD  UNIT 104,ANAHEIM,CA,92805,9f174fbf-60a9-412d-9098-d957a5a40754
LA FINA,BAR/TAVERN,ON,27 MAIN ST,ANDOVER,MA,01810,51554a94-90dc-485d-afba-cb314d56a55c
LAST DROP TAVERN,BAR/TAVERN,ON,550 POWELL ST,SAN FRANCISCO,CA,94108,a7849721-67e8-4719-b217-34d0d0d81e18
MONKS CELLAR,BAR/TAVERN,ON,240 VERNON STREET,ROSEVILLE,CA,95678,feb3f966-1f57-4979-8d38-d2845e857c62
NAPA CIGARS,BAR/TAVERN,ON,1147 1ST ST,NAPA,CA,94559,d67991b5-0599-40d4-9ea1-235d5728253e
NATIVE SON RC,BAR/TAVERN,ON,8443 HAVEN AVE #189,RANCHO CUCAMONGA,CA,91730,a6b3b70e-d70c-4fc9-b395-7d62d5621f32
SUMMER PLACE THE,BAR/TAVERN,ON,801 BUSH ST,SAN FRANCISCO,CA,94108,492aa2b5-24c8-4dfa-a768-d66367085fb4
MASONS STEAKHOUSE,BAR/TAVERN,ON,1170 HANCOCK ST,QUINCY,MA,02169,bbec4ccb-5fed-45c7-ac62-66533b0189fe
BREW S BROTHERS BREW PUB,BAR/TAVERN,ON,3000 W OLIVE AV,BURBANK,CA,91505,5d283fe8-792b-45ee-8098-9d3530e7a5e7
THE BETH,BAR/TAVERN,ON,18 SHIPYARD DR STE 1K,HINGHAM,MA,02043,845e2f86-75ec-406c-898b-9013159403ee
CEVICHE TAPAS BAR AND REST,BAR/TAVERN,ON,332 BEACH DRIVE NE,SAINT PETERSBURG,FL,33701,4ad865af-998d-42da-a343-b2782a5ddb5a
FLAMINGO,BAR/TAVERN,ON,2315 K ST,SACRAMENTO,CA,95816,95c33dcb-59fb-4348-8308-ebdae56faa74
FAIR OAKS BREW PUB,BAR/TAVERN,ON,7988 CALIFORNIA AVE,FAIR OAKS,CA,95628,60bab08d-e3e5-4d56-96b0-d06e4c8d99ed
THE PRIZEFIGHTER,BAR/TAVERN,ON,6702 HOLLIS ST,EMERYVILLE,CA,94608,03e7173b-2644-41f6-947b-e7f3e4abe89d
LOCKED BARREL,BAR/TAVERN,ON,921 11TH STREET #A,SACRAMENTO,CA,95814,b5212caa-7ffd-44b7-acc3-45a9eb1a8d2f
BLOCK PETALUMA,BAR/TAVERN,ON,20 GREY ST,PETALUMA,CA,94952,2f7896a5-bb4e-4113-89f1-f577abdd97ae
EVERYWINE,BAR/TAVERN,ON,1111 HEIGHTS BLVD UNIT 2,HOUSTON,TX,77008,824133dd-d0ad-44a1-ad7c-5f5cddda07dc
PARADISO/BOTANIST/GOOD COMPANIONS,BAR/TAVERN,ON,308 N BISHOP AVENUE BUILDING 1 & 2,DALLAS,TX,75208,e7826d21-e086-4453-9764-79ecb46aaa2e
WASHINGTON SQUARE TAVERN,BAR/TAVERN,ON,714 WASHINGTON ST,BROOKLINE,MA,02446,06bc19e9-ef34-4c57-9919-058b37ec52f6
MOMOSAN,BAR/TAVERN,ON,80 CAUSEWAY ST,BOSTON,MA,02114,d07506c9-f4b3-4e8e-aece-a77c2bfb518c
FENG RESTAURANT,BAR/TAVERN,ON,191 WASHINGTON ST,HUDSON,MA,01749,404710dc-517e-4dde-8d75-82ef6e5e7ac6
APT 115 A,BAR/TAVERN,ON,2025 E 7TH STREET SUITE 115,AUSTIN,TX,78702,6b6a7687-a181-46eb-bf6d-5aed5ab9d021
RACE LANE LIQUORS,LIQUOR/PACKAGE STORE,OFF,21 RACE LN,EAST HAMPTON,NY,11937,bcca2dc9-d66e-4d23-84c0-6e6f6bb8761a
1936 WINE & SPIRITS,LIQUOR/PACKAGE STORE,OFF,65 E 34TH ST,NEW YORK,NY,10016,c3497f4d-deae-4408-a9c4-3a5e2589db3c
REMEDY LIQUOR,LIQUOR/PACKAGE STORE,OFF,138-44 101ST AVE,JAMAICA,NY,11435,4c098632-7d85-4ebb-a2e1-efd116d9a94f
SAKE ONO,LIQUOR/PACKAGE STORE,OFF,1000 BRICKELL AVENUE,MIAMI,FL,33131,92f493a8-84f9-40dc-ae23-10fe17de2205
GARY S LIQUORS KGB,LIQUOR/PACKAGE STORE,OFF,141 ESSEX ST,NEW YORK,NY,10002,5aea7b2a-c4c3-4d90-901a-5f97fd25183b
K & L (SPIRITS),LIQUOR/PACKAGE STORE,OFF,3005 EL CAMINO REAL,REDWOOD CITY,CA,94061,0ab54a52-342b-45a1-8188-80a1ab3ae077
BURGUNDY & WHITE WINE &LIQUOR,LIQUOR/PACKAGE STORE,OFF,1219 MADISON AVE,NEW YORK,NY,10128,7f35a4e9-862d-4e1f-8bf6-1d042ef83b5a
MORTON WILLIAMS WINE & SPIRITS,LIQUOR/PACKAGE STORE,OFF,260 PARK AVE S,NEW YORK,NY,10010,0655bd68-cc01-4eb4-b21c-a5063f576ca6
K & L (OFF),LIQUOR/PACKAGE STORE,OFF,3005 EL CAMINO REAL,REDWOOD CITY,CA,94061,bd63bc6d-3da8-4164-b98e-063df3ebb551
GRAND CRU WINE & SPIRITS,LIQUOR/PACKAGE STORE,OFF,555 WEST 42 ST UNIT 1,NEW YORK,NY,10036,a1433d5e-e7af-4db5-97d7-adc55781ba98
REMEDY LIQUOR,LIQUOR/PACKAGE STORE,OFF,1700 W GLENOAKS BLVD  UNIT B,GLENDALE,CA,91203,cdb4c1ed-6cf3-4739-899f-2aa34d22bf96
MARTIN BROTHERS WINE & SPIRITS,LIQUOR/PACKAGE STORE,OFF,2781 BROADWAY,NEW YORK,NY,10025,5ef08879-9d27-40ec-8be2-467d1755977c
OF GRAPE & GRAIN,LIQUOR/PACKAGE STORE,OFF,111 SOUTH MONARCH STREET,ASPEN,CO,81611,b221bc81-7fe4-43fe-8f0e-99a0b6c0c81c
K & L (WINE),LIQUOR/PACKAGE STORE,OFF,3005 EL CAMINO REAL,REDWOOD CITY,CA,94061,0fb14724-564e-42cf-9482-0e51be018cfa
COLUMBUS AVE WINE & SPIRITS,LIQUOR/PACKAGE STORE,OFF,730 COLUMBUS AVE,NEW YORK,NY,10025,00642015-81be-47cc-98db-3debacf58a87
FANCY FREE LIQUOR,LIQUOR/PACKAGE STORE,OFF,2001 W BURBANK BL,BURBANK,CA,91506,f597a421-8dde-4057-9dd7-32b77fc78c04
JENSEN S LIQUOR #2,LIQUOR/PACKAGE STORE,OFF,1516 NW 27TH AVE,MIAMI,FL,33125,9a8d84e0-4f8d-4447-a353-c1ad04f19d28
K & L WINE TASTING,LIQUOR/PACKAGE STORE,OFF,1400-1408 VINE ST,LOS ANGELES,CA,90028,558346b2-7b44-474d-815c-e900c9741f20
VINTAGE LIQUORS III,LIQUOR/PACKAGE STORE,OFF,300 SW 18 TERRACE #100,MIAMI,FL,33129,16d2bdd0-0465-4d87-a88e-df9853a8c6b1
HERBERT & RIST INC,LIQUOR/PACKAGE STORE,OFF,63 JOBS LANE,SOUTHAMPTON,NY,11968,f0131af6-4ef2-448e-b2a0-13a42efafe51
VAN WYCK LIQUORS,LIQUOR/PACKAGE STORE,OFF,52 MAPLE ST,CROTON ON HUDSON,NY,10520,73a45c58-1a74-46d5-9bf6-ba590d01172f
MANHATTAN VALLEY W & L CORP,LIQUOR/PACKAGE STORE,OFF,980 COLUMBUS AVE,NEW YORK,NY,10025,fcd5934c-fbfd-4d71-9a5b-df5012b73d13
Bullock s Wine & Spirits,LIQUOR/PACKAGE STORE,OFF,3612 Sandy Plains Rd,Marietta,GA,30066,6416617a-fbec-4531-af0f-2c081fc7929b
SOPRIS LIQUOR AND WINE,LIQUOR/PACKAGE STORE,OFF,1026 HWY 133,CARBONDALE,CO,81623,9d4d2189-1b40-43ad-866c-dc4ff2f3758a
CENTRAL PERK WINE & SPIRITS IN,LIQUOR/PACKAGE STORE,OFF,1420 6TH AVENUE,NEW YORK,NY,10019,3def4fb6-6ac3-43fa-bf5d-040c9a3c5669
HAMPTONS PALM BEACH,LIQUOR/PACKAGE STORE,OFF,257-A ROYAL POINCIANA WAY,PALM BEACH,FL,33480,9c8efe80-f2df-4e78-9c71-526058f12118
GROVE LIQUORS,LIQUOR/PACKAGE STORE,OFF,2991 SW 32ND AVENUE,MIAMI,FL,33133,5c8f47ab-4cea-4087-840e-62fd5fad50ee
AMBASSADOR WINES & SPIRITS,LIQUOR/PACKAGE STORE,OFF,1020 2ND AVENUE,NEW YORK,NY,10022,7ca410ae-527b-4dfb-9c92-b8a8efaa7826
BROADWAY SPIRITS INC,LIQUOR/PACKAGE STORE,OFF,299 BROADWAY,NEW YORK,NY,10007,89e0a647-6f1d-46d9-8f39-2e6136333da4
SPRING STREET WINE SHOP,LIQUOR/PACKAGE STORE,OFF,187 SPRING ST,NEW YORK,NY,10012,da7b1aa6-5617-4ad2-b3cc-36bfb40c0f1b
MY WINE & SPIRITS,LIQUOR/PACKAGE STORE,OFF,1895 SOUTH RD,POUGHKEEPSIE,NY,12601,4c25de54-0c6d-4ace-9759-f040551ba122
TNT Package Store,LIQUOR/PACKAGE STORE,OFF,5329 Holly Springs Pkwy,Holly Springs,GA,30188,5831a6a9-1241-4eb4-8914-b3cb66843d00
URBAN WINE & SPIRITS,LIQUOR/PACKAGE STORE,OFF,45 1ST AVENUE,NEW YORK,NY,10003,17759472-397d-41e4-8d4f-d9c3d0317965
LIQUOR LIBRARY@LAS TERMINAL 1,LIQUOR/PACKAGE STORE,OFF,5757 WAYNE NEWTON BLVD,LAS VEGAS,NV,89119,4776584c-fac4-4095-b054-0ed2a0deb98f
White Horse Wine & Spirits,LIQUOR/PACKAGE STORE,OFF,497 Highland Ave,Augusta,GA,30909,9cb913e9-8c38-4c6c-8028-60acac905d63
K & L WINE MERCHANT,LIQUOR/PACKAGE STORE,OFF,855 HARRISON ST,SAN FRANCISCO,CA,94107,c513fad5-ade9-4aaf-a648-0d0af0084ddd
ASPEN GROG SHOP,LIQUOR/PACKAGE STORE,OFF,710 E DURANT ST,ASPEN,CO,81611,533220e1-e732-460d-ac49-1672d90dce49
ADEGA WINE AND SPIRITS INC,LIQUOR/PACKAGE STORE,OFF,31-25 DITMARS BLVD,ASTORIA,NY,11105,d4de95ff-26f5-492a-9da6-09770d2da952
REMEDY LIQUOR,LIQUOR/PACKAGE STORE,OFF,6506 E HWY 90 ALT,SUGAR LAND,TX,77479,108de5b3-3800-479c-b2cb-a68e2e6634d1
LIQUOR & WINE WAREHOUSE,LIQUOR/PACKAGE STORE,OFF,3090 OCEAN AVE,BROOKLYN,NY,11235,f5ef0860-b553-47f4-a09f-305a7f565e4b
WINE GEMS,LIQUOR/PACKAGE STORE,OFF,495 NEW ROCHELLE RD,BRONXVILLE,NY,10708,f6b2760c-02dc-47ad-8e8f-e77ec2b0f8a5
LIQUOR WORLD INSPIRADA ON PREM,LIQUOR/PACKAGE STORE,OFF,2380 VIA INSPIRADA  STE 110,HENDERSON,NV,89044,d9aea21e-41cd-4f04-8d32-d2e78ea84bb5
SUSSEX WINE & SPIRITS,LIQUOR/PACKAGE STORE,OFF,768 2ND AVENUE,NEW YORK,NY,10017,00d0e381-4ad9-4c9f-a7f8-8ce024324dd6
G & I WINE & SPIRITS INC.,LIQUOR/PACKAGE STORE,OFF,48 WILLOUGHBY ST,BROOKLYN,NY,11201,a7683385-229e-46c4-90a0-53f2e2d590c5
WALLY S WAREHOUSE - OFF SALE,LIQUOR/PACKAGE STORE,OFF,10459 JEFFERSON BLVD,CULVER CITY,CA,90232,84a3ce22-7362-4b28-966f-ea4f9c45e545
STEW LEONARDS/WINES & SPIRITS,LIQUOR/PACKAGE STORE,OFF,1 STEW LEONARD DRIVE STORE 2,YONKERS,NY,10710,e51d7b46-7d72-4fdc-b91b-002bfb4e7cdc
BEVY S LIQUOR WORLD,LIQUOR/PACKAGE STORE,OFF,9749 S PARKER RD,PARKER,CO,80134,42c77638-a74f-4089-be81-84fb56563e00
BARREL TO BOTTLES WINE&SPIRITS,LIQUOR/PACKAGE STORE,OFF,1456 2ND AVE,NEW YORK,NY,10075,497e7723-08f8-4804-9a00-dc1250c83dfc
LANTANA LIQUORS,LIQUOR/PACKAGE STORE,OFF,300 W MANGO STREET,LANTANA,FL,33462,64645a8b-5cb7-4679-b89b-75e5075865bf
HB LIQUORS @ COSTCO,LIQUOR/PACKAGE STORE,OFF,20 STEW LEONARD DRIVE,YONKERS,NY,10710,0007b23d-90d3-4892-be1f-3c2e5d301e86
Hilltop Liquor Warehouse,LIQUOR/PACKAGE STORE,OFF,10820 Us Hwy 280,Ellabell,GA,31308,b4981edb-a9ec-4063-bf92-8371abc413c7
2704 S&A WINES & SPIRITS CORP,LIQUOR/PACKAGE STORE,OFF,42-14 CRESCENT ST,LONG ISLAND CITY,NY,11101,ae992bdf-e251-4981-be36-bf4cbe0bc36f
FLAGAMI LIQUORS LLC,LIQUOR/PACKAGE STORE,OFF,751-753 NW 37 AVENUE,MIAMI,FL,33125,2211485d-15b4-47df-a5c4-2f9786609f89
PORTOFINO WINE BANK,LIQUOR/PACKAGE STORE,OFF,500 SOUTH POINT DRIVE #110,MIAMI BEACH,FL,33139,39cf80eb-7baf-4d81-89ad-5372c350d632
BRICKELL WINE BANK,LIQUOR/PACKAGE STORE,OFF,950 BRICKELL BAY DRIVE #110,MIAMI,FL,33131,e01217cf-eb3e-46fb-b8c1-2bc8502d165b
GULF LIQUOR ON ALTON RD,LIQUOR/PACKAGE STORE,OFF,1681 ALTON ROAD,MIAMI BEACH,FL,33139,a1e84347-5d32-41ba-b0c3-d4e886dadbdb
ASPEN WINE & SPIRITS,LIQUOR/PACKAGE STORE,OFF,300 PUPPY SMITH ST,ASPEN,CO,81611,1409781f-7361-4f1a-b085-4db46c606d21
GREENPOINT WINE & LIQUORS,LIQUOR/PACKAGE STORE,OFF,89 NASSAU AVE,BROOKLYN,NY,11222,b81aa57c-d342-4785-852d-996c15be21b8
LEE S LIQUOR #8 EASTERN,LIQUOR/PACKAGE STORE,OFF,10935 S EASTERN AVE,HENDERSON,NV,89052,48a0b656-6f66-4613-8545-2f1ac9a12a27
111 LEX LIQUORS INC,LIQUOR/PACKAGE STORE,OFF,111 LEXINGTON AVE,NEW YORK,NY,10016,4bd97afb-d8a3-403f-9b99-6fbfa6fbaeb4
FINE SPIRITS,LIQUOR/PACKAGE STORE,OFF,5660 S FLAMINGO RD,COOPER CITY,FL,33330,f258e780-154e-4fc2-ad1a-1d7264b1b820
IBIS LIQUORS,LIQUOR/PACKAGE STORE,OFF,10130 NORTHLAKE BLVD,WEST PALM BEACH,FL,33412,a535e44d-718c-4e6c-888b-a40edeac57ec
Turtle Creek Wine & Spirits,LIQUOR/PACKAGE STORE,OFF,83 Exchange Lane Ste A,Behtlehem,GA,30620,116d6e8c-8795-465d-9dbc-d758ab17e9cd
VINTAGE LIQ & WINE BAR II,LIQUOR/PACKAGE STORE,OFF,3301 NE 1ST AVE,MIAMI,FL,33137,f4f57318-1f5b-4028-8f46-004f7c530a12
VALLEY LIQUOR,LIQUOR/PACKAGE STORE,OFF,2973 LOMA VISTA RD,VENTURA,CA,93003,3a1dd710-90bd-4b46-afc6-924e36bf5616
Ridgewalk Bottle Shop,LIQUOR/PACKAGE STORE,OFF,311 Ridgewalk Parkway,Woodstock,GA,30188,16d02f9d-8bf1-4f97-9495-2a4492c11923
FOUR DOGS FINE WINE & SPIRITS,LIQUOR/PACKAGE STORE,OFF,350 REED ST STE 218,BASALT,CO,81621,fb75d2b2-28e0-47e9-bf88-effc807ef4d1
Max Beverage,LIQUOR/PACKAGE STORE,OFF,928 Market Place Blvd,Cumming,GA,30041,dbba5a26-9b73-49c3-b96d-2d04ea8770bb
AZUL SPIRITS & WINE (ON),LIQUOR/PACKAGE STORE,OFF,1414 20TH STREET  #1412-1414,MIAMI BEACH,FL,33139,2708d337-5c5d-47a1-8fa4-0aaf02c9bb20
Liberty World Beverage,LIQUOR/PACKAGE STORE,OFF,3700 Village Way,Braselton,GA,30517,b386aeca-ca1a-470f-bee5-034d4f8ce330
The Beverage Superstore of Grayson,LIQUOR/PACKAGE STORE,OFF,2265 Loganville Hwy,Grayson,GA,30017,70461a71-b7f7-4537-b17d-bc8c1b8ea9f2
BOTTLE BARN,LIQUOR/PACKAGE STORE,OFF,3331 INDUSTRIAL DR #A,SANTA ROSA,CA,95403,2f9f332a-3615-46a5-be75-f00a6d63ac0c
The Grove Wine & Spirits,LIQUOR/PACKAGE STORE,OFF,1841 Walnut Grove Pkwy,Covington,GA,30014,c83d1a6e-7966-4abf-b9e7-78ef42439bab
Capitol City Package Store,LIQUOR/PACKAGE STORE,OFF,784 Collier Rd NW,Atlanta,GA,30318,94b56600-3953-49f1-b8f0-439e41a03934
Affordable Spirits Atlanta,LIQUOR/PACKAGE STORE,OFF,1151 Chattahoochee Ave,Atlanta,GA,30318,d471e345-ab16-4b8e-a463-fd076e4b460b
Kenny 18 Bottle Shop,LIQUOR/PACKAGE STORE,OFF,1989 Hosea L Williams Dr SE Ste C,Atlanta,GA,30317,2e3ae639-cac9-479d-87ec-98700c464a19
Barrel Town,LIQUOR/PACKAGE STORE,OFF,6300 Powers Ferry Rd Ste 500,Sandy Springs,GA,30339,a733f3a7-ddff-4fce-b55b-e6d895a68a39
Duncan Corners Bottle Shoppe,LIQUOR/PACKAGE STORE,OFF,7437 Spout Springs Rd,Flowery Branch,GA,30542,cc1a54ee-df08-4284-9a5d-3486cca9041f
ADI Shakti Trading 07 Inc,LIQUOR/PACKAGE STORE,OFF,Ste B 1116A GA Highway 30,Port Wentworth,GA,31407,9f0bb83a-4b26-4e59-8e6b-4d4765c56174
Pooler Spirits Warehouse,LIQUOR/PACKAGE STORE,OFF,1032 US Highway 80 W,Pooler,GA,31322,b6d01650-ad70-43ae-8b86-9963a671e657
Reliance Enterprises LLC,LIQUOR/PACKAGE STORE,OFF,Ste 110 100 Zoya Lane,Pooler,GA,31322,7975d55a-eaa6-4006-8b49-4a78c279c8c7
Liquor Depot,LIQUOR/PACKAGE STORE,OFF,903 N Veterans Blvd,Glennville,GA,30427,a7001863-74f5-4311-a3ef-0ce6ee853925
Liquor Land,LIQUOR/PACKAGE STORE,OFF,1009 Towne Center Blvd #10,Pooler,GA,31322,a31d1c5e-d2e2-466e-8e5a-e0d9d9d6b7f1
One Stop Liquor And Wine,LIQUOR/PACKAGE STORE,OFF,976 SE Broad St,Metter,GA,30439,c2dacbad-43fc-494a-a6b9-056f41c59866
Verunihi LLC,LIQUOR/PACKAGE STORE,OFF,3991 Ga Hwy 67,Pembroke,GA,31321,dc80adeb-385e-421e-9892-07e5fb944acb
Port City Spirit,LIQUOR/PACKAGE STORE,OFF,6 Magnolia Blvd,Port Wentworth,GA,31407,03c3d328-ca34-4e9d-9014-98a7b4b71cdc
Blue Mile WIne & Spirits LLC,LIQUOR/PACKAGE STORE,OFF,12 Brannen St,Statesboro,GA,30458,ed426533-48f6-4b7c-b149-f31b3667bf1a
Bootliquors  LLC,LIQUOR/PACKAGE STORE,OFF,2823 Northside Dr W,Statesboro,GA,30458,9dc6e18e-9c4d-47d8-b92f-08f7a7d6fe66
Whiskey Business,LIQUOR/PACKAGE STORE,OFF,1410 Northside Dr E,Statesboro,GA,30458,e8c343ab-a3ab-4bb9-b117-253f8b9f5a08
S Boro Liquors,LIQUOR/PACKAGE STORE,OFF,860 Buckhead Dr,Statesboro,GA,30458,3d731cfe-dd78-4019-9b81-35c073b835b8
SPEC S 061 WINE MAIN,LIQUOR/PACKAGE STORE,OFF,4970 US 290 WEST BLDG 6,AUSTIN,TX,78735,0a10405f-c4a2-4275-9f64-2d4aa5fd92b0
NEW YORK WINE EXCHANGE,LIQUOR/PACKAGE STORE,OFF,9 BROADWAY,NEW YORK,NY,10004,e8503646-db95-4ad9-a36b-20459af62b31
K & L MERCHANT,LIQUOR/PACKAGE STORE,OFF,855 HARRISON ST,SAN FRANCISCO,CA,94107,01e828de-5936-4f7a-aca7-b00932bf9156
NETCOST LIQUORS,LIQUOR/PACKAGE STORE,OFF,3161 AMBOY ROAD,STATEN ISLAND,NY,10306,1c50951c-e090-477c-8940-c908a3fad416
QWIK KORNER,LIQUOR/PACKAGE STORE,OFF,1170 E YORBA LINDA BLVD,PLACENTIA,CA,92870,e6228b2c-053d-4fc1-8e2d-b9b8ad23753e
BASECAMP WINE AND SPIRITS,LIQUOR/PACKAGE STORE,OFF,223 LUSHER CT UNIT 1,FRISCO,CO,80443,fb99f536-7cc7-47a7-b423-be5aca5ca786
HOUSE OF AMBROSE WINE/SPIRITS,LIQUOR/PACKAGE STORE,OFF,3331 BARHAM BL,LOS ANGELES,CA,90068,000ff7f4-f0e2-49c3-a5c2-06c8d64396f8
LEE S LIQUOR 118 BLUE DIAMOND,LIQUOR/PACKAGE STORE,OFF,4605 BLUE DIAMOND RD,LAS VEGAS,NV,89139,2b2a4d77-4111-4ee5-8af3-570fc5f2b8d6
SANTA MONICA LIQUOR,LIQUOR/PACKAGE STORE,OFF,1001 WILSHIRE BL,SANTA MONICA,CA,90401,d99016b0-8b6f-4c44-9f29-17cd32ed2fd3
